,end_date,Name,Market value,Share,symbol,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
30,201703,ADOBE SYS INC,626523,4814596,ADBE,1681646000.0,468999000.0,398446000.0,0.81,0.8,0.0,13044783000.0,5755562000.0,2954069000.0,1068896000.0,7588690000.0,730370000.0,-338882000.0,-331495000.0
13,201706,ADOBE SYS INC,556127,3931896,ADBE,1772190000.0,504082000.0,374390000.0,0.76,0.75,0.0,13364900000.0,6052197000.0,3047896000.0,1316950000.0,7803998000.0,1375197000.0,-426429000.0,-645927000.0
29,201709,ADOBE SYS INC,586560,3931896,ADBE,1841074000.0,545674000.0,419569000.0,0.85,0.84,0.0,13906815000.0,6581057000.0,3216144000.0,1774550000.0,8170434000.0,2079633000.0,-463243000.0,-864226000.0
16,201712,ADOBE SYS INC,1014732,5790528,ADBE,7301505000.0,2168095000.0,1693954000.0,3.43,3.38,0.0,14535556000.0,7247813000.0,3527457000.0,2306072000.0,8459869000.0,2912853000.0,-442877000.0,-1183735000.0
25,201803,ADOBE SYS INC,1220707,5649328,ADBE,2078947000.0,702733000.0,583076000.0,1.18,1.17,0.0,14973485000.0,7480814000.0,3536469000.0,2666981000.0,8634028000.0,989601000.0,-93762000.0,-541273000.0
27,201806,ADOBE SYS INC,1086506,4456362,ADBE,2195360000.0,698484000.0,663167000.0,1.35,1.33,0.0,15163404000.0,7741444000.0,3728956000.0,2987986000.0,8705583000.0,1966007000.0,-26083000.0,-1258638000.0
14,201809,ADOBE SYS INC,1464417,5424771,ADBE,2291076000.0,718606000.0,666291000.0,1.36,1.34,0.0,15395620000.0,6300913000.0,3792027000.0,1747144000.0,8861925000.0,2921311000.0,-1546417000.0,-1930299000.0
773,201812,ADOBE INC,1160113,5127799,ADBE,,,,,,,,,,,,,,
772,201903,ADOBE INC,1206720,4528199,ADBE,,,,,,,,,,,,,,
478,201309,AMAZON COM INC,241901,773737,AMZN,17092000000.0,-25000000.0,-41000000.0,-0.09,-0.09,0.0,31861000000.0,17334000000.0,16135000000.0,3872000000.0,9087000000.0,1388000000.0,-1063000000.0,-230000000.0
477,201509,AMAZON COM INC,991532,1937002,AMZN,25358000000.0,406000000.0,79000000.0,0.17,0.17,0.0,56230000000.0,28849000000.0,26657000000.0,10709000000.0,12430000000.0,2610000000.0,-1377000000.0,-730000000.0
469,201512,AMAZON COM INC,1491860,2207252,AMZN,107006000000.0,2233000000.0,596000000.0,1.28,1.25,0.0,65444000000.0,36474000000.0,33899000000.0,15890000000.0,13384000000.0,11920000000.0,-6450000000.0,-3763000000.0
467,201603,AMAZON COM INC,1179187,1986368,AMZN,29128000000.0,1071000000.0,513000000.0,1.09,1.07,0.0,61128000000.0,30513000000.0,28187000000.0,12470000000.0,14756000000.0,-2160000000.0,-693000000.0,-789000000.0
472,201606,AMAZON COM INC,1176385,1643868,AMZN,30404000000.0,1285000000.0,857000000.0,1.81,1.78,0.0,65076000000.0,32220000000.0,29587000000.0,12521000000.0,16538000000.0,3465000000.0,-2439000000.0,-1039000000.0
473,201609,AMAZON COM INC,1082414,1292728,AMZN,32714000000.0,575000000.0,252000000.0,0.53,0.52,0.0,70897000000.0,35609000000.0,33498000000.0,13656000000.0,17782000000.0,4486000000.0,-2570000000.0,-827000000.0
474,201612,AMAZON COM INC,969378,1292728,AMZN,135987000000.0,4186000000.0,2371000000.0,5.01,4.9,0.0,83402000000.0,45781000000.0,43816000000.0,19334000000.0,19285000000.0,16443000000.0,-9876000000.0,-2911000000.0
471,201712,AMAZON COM INC,900487,769996,AMZN,177866000000.0,4106000000.0,3033000000.0,6.32,6.15,0.0,131310000000.0,60197000000.0,57883000000.0,20522000000.0,27709000000.0,18434000000.0,-27819000000.0,9860000000.0
476,201803,AMAZON COM INC,836267,577796,AMZN,51042000000.0,1927000000.0,1629000000.0,3.36,3.27,0.0,126362000000.0,50829000000.0,48045000000.0,16676000000.0,31463000000.0,-1791000000.0,-533000000.0,-2164000000.0
479,201806,AMAZON COM INC,721912,424704,AMZN,52886000000.0,2983000000.0,2534000000.0,5.21,5.07,0.0,134100000000.0,54481000000.0,50801000000.0,19823000000.0,34995000000.0,7449000000.0,-2692000000.0,-1394000000.0
468,201809,AMAZON COM INC,698674,348814,AMZN,56576000000.0,3724000000.0,2883000000.0,5.91,5.75,0.0,143695000000.0,59885000000.0,55324000000.0,20425000000.0,39125000000.0,8588000000.0,-5572000000.0,-2369000000.0
475,201812,AMAZON COM INC,1113953,741661,AMZN,,,,,,,,,,,,,,
470,201903,AMAZON COM INC,1160445,651661,AMZN,,,,,,,,,,,,,,
174,201406,ARISTA NETWORKS INC,33012,529120,ANET,137947000.0,30655000.0,14212000.0,0.37,0.34,0.0,642778000.0,562676000.0,97694000.0,397198000.0,461186000.0,63946000.0,-4539000.0,224064000.0
175,201409,ARISTA NETWORKS INC,63799,722282,ANET,155463000.0,33874000.0,21185000.0,0.34,0.3,0.0,691883000.0,588351000.0,101796000.0,408596000.0,492922000.0,98704000.0,-26200000.0,222508000.0
180,201412,ARISTA NETWORKS INC,80546251,1325646,ANET,584106000.0,125513000.0,68889000.0,1.42,1.29,0.0,811023000.0,679479000.0,144373000.0,240031000.0,555658000.0,131875000.0,-249362000.0,243978000.0
181,201412,ARISTA NETWORKS INC,80546251,1325646,ANET,584106000.0,125513000.0,68889000.0,1.42,1.29,0.0,811023000.0,679479000.0,144373000.0,240031000.0,555658000.0,114516000.0,-249362000.0,261337000.0
179,201503,ARISTA NETWORKS INC,105148,1490825,ANET,179045000.0,35755000.0,24032000.0,0.37,0.34,0.0,875092000.0,736044000.0,148331000.0,275186000.0,610471000.0,20767000.0,-5803000.0,20231000.0
187,201506,ARISTA NETWORKS INC,154973,1895925,ANET,195552000.0,32859000.0,23607000.0,0.36,0.33,0.0,990839000.0,850212000.0,202498000.0,342958000.0,665542000.0,73373000.0,-9473000.0,39047000.0
186,201509,ARISTA NETWORKS INC,133145,2175925,ANET,217548000.0,31297000.0,28301000.0,0.42,0.39,0.0,1072892000.0,921100000.0,224966000.0,418500000.0,723174000.0,84022000.0,39444000.0,55270000.0
173,201512,ARISTA NETWORKS INC,169374,2175925,ANET,837591000.0,149308000.0,119115000.0,1.81,1.67,0.0,1159890000.0,974328000.0,235011000.0,687326000.0,788152000.0,200533000.0,184170000.0,63105000.0
171,201603,ARISTA NETWORKS INC,118089,1871465,ANET,242196000.0,49735000.0,34921000.0,0.52,0.48,0.0,1209947000.0,1023133000.0,214264000.0,710663000.0,849857000.0,71116000.0,-60270000.0,12448000.0
177,201606,ARISTA NETWORKS INC,120485,1871465,ANET,268741000.0,53158000.0,38617000.0,0.57,0.53,0.0,1334988000.0,1142054000.0,263439000.0,531058000.0,916832000.0,126029000.0,-308177000.0,25939000.0
37,201703,ARISTA NETWORKS INC,167710,1267936,ANET,335475000.0,73418000.0,82694000.0,1.16,1.07,0.0,1939598000.0,1736825000.0,532513000.0,746567000.0,1228374000.0,162862000.0,-2920000.0,18518000.0
35,201706,ARISTA NETWORKS INC,276458,1845638,ANET,405211000.0,116634000.0,102454000.0,1.42,1.3,0.0,2162940000.0,1949189000.0,610797000.0,823475000.0,1357749000.0,242095000.0,-12930000.0,25976000.0
9,201509,ACTIVISION BLIZZARD INC,287084,9293749,ATVI,990000000.0,196000000.0,125000000.0,0.17,0.17,0.0,14302000000.0,6309000000.0,1610000000.0,4365000000.0,7989000000.0,163000000.0,-239000000.0,-139000000.0
2,201512,ACTIVISION BLIZZARD INC,436108,11266018,ATVI,4664000000.0,1319000000.0,881000000.0,1.21,1.19,0.23,15251000000.0,3387000000.0,2611000000.0,1823000000.0,8068000000.0,1192000000.0,-3716000000.0,-135000000.0
4,201606,ACTIVISION BLIZZARD INC,407916,10293113,ATVI,1570000000.0,232000000.0,126000000.0,0.17,0.17,0.0,16607000000.0,3420000000.0,2191000000.0,2271000000.0,8554000000.0,52000000.0,-1113000000.0,-52000000.0
5,201609,ACTIVISION BLIZZARD INC,765928,17289564,ATVI,1568000000.0,294000000.0,198000000.0,0.27,0.26,0.0,18380000000.0,5334000000.0,3701000000.0,4029000000.0,8818000000.0,1296000000.0,-1150000000.0,2083000000.0
6,201612,ACTIVISION BLIZZARD INC,745619,20648534,ATVI,6608000000.0,1412000000.0,962000000.0,1.3,1.28,0.26,17452000000.0,4830000000.0,2656000000.0,3245000000.0,9119000000.0,2155000000.0,-1177000000.0,500000000.0
12,201703,ACTIVISION BLIZZARD INC,1236562,24800690,ATVI,1726000000.0,493000000.0,426000000.0,0.57,0.56,0.3,16921000000.0,4356000000.0,2239000000.0,3248000000.0,9436000000.0,411000000.0,-23000000.0,-404000000.0
0,201706,ACTIVISION BLIZZARD INC,1239779,21535165,ATVI,1631000000.0,339000000.0,243000000.0,0.32,0.32,0.0,16808000000.0,4352000000.0,1765000000.0,3278000000.0,9715000000.0,676000000.0,-41000000.0,-652000000.0
11,201709,ACTIVISION BLIZZARD INC,1279844,19839465,ATVI,1618000000.0,257000000.0,188000000.0,0.25,0.25,0.0,17718000000.0,5386000000.0,2389000000.0,3576000000.0,9967000000.0,1055000000.0,-156000000.0,-640000000.0
3,201712,ACTIVISION BLIZZARD INC,1084956,17134499,ATVI,7017000000.0,1309000000.0,273000000.0,0.36,0.36,0.3,18668000000.0,6520000000.0,3663000000.0,4713000000.0,9462000000.0,2213000000.0,-197000000.0,-624000000.0
8,201803,ACTIVISION BLIZZARD INC,981945,14555953,ATVI,1965000000.0,595000000.0,500000000.0,0.66,0.65,0.34,18397000000.0,6410000000.0,2927000000.0,5217000000.0,9819000000.0,529000000.0,-51000000.0,8000000.0
10,201806,ACTIVISION BLIZZARD INC,1088143,14257637,ATVI,1641000000.0,434000000.0,402000000.0,0.53,0.52,0.0,17958000000.0,6134000000.0,2060000000.0,4857000000.0,10346000000.0,538000000.0,-124000000.0,-250000000.0
1,201809,ACTIVISION BLIZZARD INC,1342577,16138688,ATVI,2200000000.0,265000000.0,260000000.0,0.34,0.34,0.0,16713000000.0,4972000000.0,2382000000.0,3308000000.0,10659000000.0,791000000.0,-160000000.0,-2020000000.0
7,201812,ACTIVISION BLIZZARD INC,729818,15671412,ATVI,,,,,,,,,,,,,,
485,201306,AMERICAN EXPRESS CO,278096,3719848,AXP,7652000000.0,,1405000000.0,1.28,1.27,0.23,151933000000.0,,,23129000000.0,19034000000.0,10229000000.0,-1930000000.0,-7274000000.0
489,201309,AMERICAN EXPRESS CO,471586,6244519,AXP,7809000000.0,,1366000000.0,1.26,1.25,0.23,150103000000.0,,,22286000000.0,19216000000.0,8203000000.0,-1467000000.0,-6592000000.0
490,201309,AMERICAN EXPRESS CO,126118,1670000,AXP,7809000000.0,,1366000000.0,1.26,1.25,0.23,150103000000.0,,,22286000000.0,19216000000.0,8203000000.0,-1467000000.0,-6592000000.0
483,201312,AMERICAN EXPRESS CO,398566,4392879,AXP,30864000000.0,,5359000000.0,4.91,4.88,0.89,153375000000.0,,,19486000000.0,19496000000.0,8547000000.0,-7269000000.0,-3891000000.0
484,201312,AMERICAN EXPRESS CO,151519,1670000,AXP,30864000000.0,,5359000000.0,4.91,4.88,0.89,153375000000.0,,,19486000000.0,19496000000.0,8547000000.0,-7269000000.0,-3891000000.0
487,201509,AMERICAN EXPRESS CO,74,1000,AXP,7664000000.0,,1244000000.0,1.24,1.24,0.29,154216000000.0,,,19938000000.0,21335000000.0,8074000000.0,-2707000000.0,-7475000000.0
488,201509,AMERICAN EXPRESS CO,318759,4300000,AXP,7664000000.0,,1244000000.0,1.24,1.24,0.29,154216000000.0,,,19938000000.0,21335000000.0,8074000000.0,-2707000000.0,-7475000000.0
481,201512,AMERICAN EXPRESS CO,89,1281,AXP,30830000000.0,,5163000000.0,5.07,5.05,1.13,161184000000.0,,,22762000000.0,20673000000.0,10972000000.0,-8193000000.0,-2029000000.0
482,201512,AMERICAN EXPRESS CO,299065,4300000,AXP,30830000000.0,,5163000000.0,5.07,5.05,1.13,161184000000.0,,,22762000000.0,20673000000.0,10972000000.0,-8193000000.0,-2029000000.0
480,201603,AMERICAN EXPRESS CO,1535,25000,AXP,7654000000.0,,1405000000.0,1.45,1.45,0.29,158816000000.0,,,25045000000.0,20727000000.0,2469000000.0,3640000000.0,-3864000000.0
486,201606,AMERICAN EXPRESS CO,1519,25000,AXP,7772000000.0,,1996000000.0,2.11,2.1,0.29,159642000000.0,,,33767000000.0,20712000000.0,3138000000.0,12138000000.0,-4272000000.0
63,201609,ALIBABA GROUP HLDG LTD,544973,5151461,BABA,,,,,,,,,,,,,,
70,201612,ALIBABA GROUP HLDG LTD,669034,7619109,BABA,,,,,,,,,,,,,,
100,201703,ALIBABA GROUP HLDG LTD,1067163,9896713,BABA,,,,,,,,,,,,,,
40,201706,ALIBABA GROUP HLDG LTD,1643852,11666798,BABA,,,,,,,,,,,,,,
94,201709,ALIBABA GROUP HLDG LTD,1522440,8815009,BABA,,,,,,,,,,,,,,
56,201712,ALIBABA GROUP HLDG LTD,1094581,6347975,BABA,,,,,,,,,,,,,,
83,201803,ALIBABA GROUP HLDG LTD,1097965,5982159,BABA,,,,,,,,,,,,,,
89,201806,ALIBABA GROUP HLDG LTD,1186408,6394697,BABA,,,,,,,,,,,,,,
45,201809,ALIBABA GROUP HLDG LTD,1603472,9732169,BABA,,,,,,,,,,,,,,
78,201812,ALIBABA GROUP HLDG LTD,851250,6210334,BABA,,,,,,,,,,,,,,
50,201903,ALIBABA GROUP HLDG LTD,1029079,5640334,BABA,,,,,,,,,,,,,,
351,201306,BARCLAYS BK PLC,76420,3690000,BCS,,,,,,,,,,,,,,
378,201309,BARCLAYS BK PLC,216957,3690000,BCS,,,,,,,,,,,,,,
328,201312,BARCLAYS BK PLC,425075,9990000,BCS,,,,,,,,,,,,,,
364,201403,BARCLAYS BK PLC,421079,9990000,BCS,,,,,,,,,,,,,,
341,201406,BARCLAYS BK PLC,180180,6300000,BCS,,,,,,,,,,,,,,
160,201409,BARCLAYS BK PLC,196428,6300000,BCS,,,,,,,,,,,,,,
164,201412,BARCLAYS BK PLC,198513000,6300000,BCS,,,,,,,,,,,,,,
115,201503,BARCLAYS BK PLC,298179,11634000,BCS,,,,,,,,,,,,,,
105,201506,BARCLAYS BK PLC,110550,5500000,BCS,,,,,,,,,,,,,,
145,201509,BARCLAYS BK PLC,140965,5500000,BCS,,,,,,,,,,,,,,
135,201512,BARCLAYS BK PLC,60300,3000000,BCS,,,,,,,,,,,,,,
127,201603,BARCLAYS BK PLC,52860,3000000,BCS,,,,,,,,,,,,,,
153,201606,BARCLAYS BK PLC,1381,100000,BCS,,,,,,,,,,,,,,
65,201609,BARCLAYS BK PLC,3407,100000,BCS,,,,,,,,,,,,,,
72,201612,BARCLAYS BK PLC,12755,500000,BCS,,,,,,,,,,,,,,
73,201612,BARCLAYS BK PLC,2551,100000,BCS,,,,,,,,,,,,,,
102,201703,BARCLAYS BK PLC,12632,800000,BCS,,,,,,,,,,,,,,
42,201706,BARCLAYS BK PLC,12760,1000000,BCS,,,,,,,,,,,,,,
96,201709,BARCLAYS BK PLC,9798,250000,BCS,,,,,,,,,,,,,,
58,201712,BARCLAYS BK PLC,6980,250000,BCS,,,,,,,,,,,,,,
496,201306,CHARTER COMMUNICATIONS INC D,455133,3674874,CHTR,1972000000.0,236000000.0,-96000000.0,-0.96,-0.96,0.0,15589000000.0,333000000.0,1280000000.0,44000000.0,61000000.0,1025000000.0,-846000000.0,-142000000.0
