,CIK,end_date,Name,CUSIP,Market value,Share,symbol,amend_x,period_focus_x,fiscal_year_x,doc_type_x,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
2029,1061768,201709,AVIS BUDGET GROUP,53774105,39464,1036900,CAR,FALSE,Q3,2017,10-Q,2752000000,,245000000,2.96,2.91,0,19873000000,2419000000,1892000000,814000000,401000000,2041000000,-2924000000,1175000000
2030,1061768,201706,AVIS BUDGET GROUP,53774105,109080,4000000,CAR,FALSE,Q2,2017,10-Q,2238000000,,3000000,0.04,0.04,0,20832000000,2375000000,1875000000,776000000,148000000,1139000000,-3019000000,2139000000
2034,1061768,201606,CASCADIAN THERAPEUTICS INC,14740B101,23578,25000000,CASC,FALSE,Q2,2016,10-Q,,-30483000,-25132000,-0.26,-0.26,0,100828000,81834000,6260000,51000000,94306000,-18706000,-1435000,43291000
2035,1061768,201612,CASCADIAN THERAPEUTICS INC,14740B606,17958,4166666,CASC,FALSE,FY,2016,10-K,,-64835000,-60293000,-3.13,-3.13,0,83265000,64454000,8773000,13721000,74357000,-36751000,-20975000,43597000
2036,1061768,201703,CASCADIAN THERAPEUTICS INC,14740B606,36105,8721079,CASC,FALSE,Q1,2017,10-Q,,-11562000,-12384000,-0.3,-0.3,0,157172000,127815000,5381000,35674000,151689000,-14486000,-51514000,87953000
2037,1061768,201609,CASCADIAN THERAPEUTICS INC,14740B101,41000,25000000,CASC,FALSE,Q3,2016,10-Q,,-10792000,-11762000,-0.09,-0.09,0,91826000,73095000,7366000,16552000,84295000,-28056000,-26790000,43548000
2038,1061768,201709,CASCADIAN THERAPEUTICS INC,14740B606,35669,8721079,CASC,FALSE,Q3,2017,10-Q,,-14358000,-14061000,-0.28,-0.28,0,133387000,103553000,8733000,12739000,124616000,-37225000,-51726000,87969000
2039,1061768,201706,CASCADIAN THERAPEUTICS INC,14740B606,32399,8721079,CASC,FALSE,Q2,2017,10-Q,,-15021000,-14709000,-0.3,-0.3,0,145512000,123863000,7534000,12915000,137908000,-24831000,-63954000,87979000
2040,1061768,201712,CASCADIAN THERAPEUTICS INC,14740B606,32268,8721079,CASC,FALSE,FY,2017,10-K,,-58089000,-57916000,-1.21,-1.21,0,120825000,94839000,11759000,16777000,109036000,-49981000,-35340000,88377000
2041,1061768,201606,CITIGROUP INC,172967226,6031,102553207,C,FALSE,Q2,2016,10-Q,17548000000,,3623000000,1.24,1.24,0.05,1.819E+12,,,22140000000,2.33021E+11,21067000000,-57513000000,37810000000
2042,1061768,201606,CITIGROUP INC,172967424,219029,5167000,C,FALSE,Q2,2016,10-Q,17548000000,,3623000000,1.24,1.24,0.05,1.819E+12,,,22140000000,2.33021E+11,21067000000,-57513000000,37810000000
2043,1061768,201612,CITIGROUP INC,172967226,9561,62903207,C,FALSE,FY,2016,10-K,69875000000,,13640000000,4.72,4.72,0,1.79208E+12,,,23043000000,2.26143E+11,53932000000,-79588000000,28292000000
2044,1061768,201403,CITIGROUP INC,172967226,66926,104246007,C,FALSE,Q1,2014,10-Q,20124000000,,3757000000,1.24,1.23,0.01,1.89474E+12,,,33380000000,2.10242E+11,9844000000,-4491000000,-1711000000
2045,1061768,201503,CITIGROUP INC,172967226,74951,102673007,C,FALSE,Q1,2015,10-Q,19736000000,,4580000000,1.51,1.51,0.01,1.8318E+12,,,21880000000,2.16023E+11,2093000000,7595000000,-19852000000
2047,1061768,201406,CITIGROUP INC,172967226,74755,122573007,C,FALSE,Q2,2014,10-Q,19342000000,,80000000,0.03,0.03,0.01,1.90972E+12,,,35268000000,2.13099E+11,11856000000,-9005000000,2608000000
2048,1061768,201512,CITIGROUP INC,172967226,18460,102553207,C,FALSE,FY,2015,10-K,76354000000,,16249000000,5.41,5.4,0,1.73121E+12,,,20900000000,2.23092E+11,39737000000,14883000000,-64773000000
2050,1061768,201312,CITIGROUP INC,172967226,67760,104246007,C,FALSE,FY,2013,10-K,76366000000,,13216000000,4.35,4.35,0,1.88038E+12,,,29885000000,2.06133E+11,57410000000,-93306000000,30896000000
2052,1061768,201412,CITIGROUP INC,172967226,89326,102673007,C,FALSE,FY,2014,10-K,76882000000,,6691000000,2.21,2.2,0,1.84253E+12,,,32108000000,2.12045E+11,45434000000,29491000000,-70270000000
2054,1061768,201506,CITIGROUP INC,172967226,75889,102553207,C,FALSE,Q2,2015,10-Q,19470000000,,4846000000,1.52,1.51,0.05,1.82937E+12,,,23413000000,2.20825E+11,18346000000,-8612000000,-18326000000
2056,1061768,201409,CITIGROUP INC,172967226,116444,122573007,C,FALSE,Q3,2014,10-Q,19604000000,,2667000000,0.88,0.88,0.01,1.88285E+12,,,35976000000,2.13891E+11,18143000000,1960000000,-12681000000
2058,1061768,201509,CITIGROUP INC,172967226,47174,102553207,C,FALSE,Q3,2015,10-Q,18692000000,,4291000000,1.36,1.35,0.05,1.80836E+12,,,21726000000,2.22137E+11,41364000000,-17025000000,-33970000000
2060,1061768,201609,CITIGROUP INC,172967226,5352,102553207,C,FALSE,Q3,2016,10-Q,17760000000,,3562000000,1.24,1.24,0.16,1.81812E+12,,,23419000000,2.3269E+11,28334000000,-71616000000,45945000000
2061,1061768,201309,CITIGROUP INC,172967226,70496,94246007,C,FALSE,Q3,2013,10-Q,17880000000,,3056000000,1.01,1,0.01,1.89951E+12,,,32810000000,2.02739E+11,59299000000,-78567000000,17057000000
2062,1061768,201306,CITIGROUP INC,172967226,74077,94246007,C,FALSE,Q2,2013,10-Q,20479000000,,4090000000,1.35,1.34,0.01,1.88399E+12,,,31145000000,1.97826E+11,45050000000,-55194000000,6022000000
2063,1061768,201603,CITIGROUP INC,172967226,10255,102553207,C,FALSE,Q1,2016,10-Q,17555000000,,3251000000,1.1,1.1,0.05,1.801E+12,,,22240000000,2.28761E+11,144000000,-37190000000,38196000000
2064,1061768,201606,CREDIT ACCEP CORP MICH,225310101,18508,100000,CACC,FALSE,Q2,2016,10-Q,238500000,,84900000,4.17,4.17,0,4024400000,,,158300000,1078100000,228500000,-540400000,463900000
2065,1061768,201612,CREDIT ACCEP CORP MICH,225310101,53159,244400,CACC,FALSE,FY,2016,10-K,969200000,,332800000,16.37,16.31,0,4218000000,,,14600000,1173700000,507200000,-935500000,436600000
2066,1061768,201703,CREDIT ACCEP CORP MICH,225310101,48736,244400,CACC,FALSE,Q1,2017,10-Q,262800000,,93300000,4.73,4.72,0,4556700000,,,11100000,1163800000,161900000,-366400000,201000000
2067,1061768,201609,CREDIT ACCEP CORP MICH,225310101,20107,100000,CACC,FALSE,Q3,2016,10-Q,246600000,,85900000,4.22,4.21,0,4093100000,,,5700000,1165700000,363500000,-793000000,428900000
2068,1061768,201706,CREDIT ACCEP CORP MICH,225310101,25380,98700,CACC,FALSE,Q2,2017,10-Q,276000000,,99100000,5.09,5.09,0,4727800000,,,27200000,1248200000,261000000,-534700000,286300000
2069,1061768,201606,E M C CORP MASS,268648102,1547650,56961725,EMC,FALSE,Q2,2016,10-Q,6017000000,882000000,581000000,0.3,0.29,0.12,46745000000,16550000000,11403000000,9354000000,24155000000,2540000000,797000000,-518000000
2070,1061768,201512,E M C CORP MASS,268648102,751105,29248619,EMC,FALSE,FY,2015,10-K,24704000000,2841000000,1990000000,1.02,1.01,0.46,46612000000,15063000000,12885000000,6549000000,22719000000,5386000000,-2754000000,-2292000000
2071,1061768,201603,E M C CORP MASS,268648102,1381842,51851500,EMC,FALSE,Q1,2016,10-Q,5475000000,410000000,268000000,0.14,0.14,0.12,45703000000,14600000000,11286000000,7224000000,23250000000,932000000,156000000,-444000000
2072,1061768,201606,INNOVIVA INC,45781M101,185434,17610091,INVA,FALSE,Q2,2016,10-Q,32472000,25877000,14597000,0.13,0.13,0,378109000,190421000,14629000,112945000,-363102000,19710000,-12805000,-53140000
2073,1061768,201612,INNOVIVA INC,45781M101,159767,14931483,INVA,FALSE,FY,2016,10-K,133569000,108988000,59536000,0.54,0.53,0,378996000,198046000,20049000,118016000,-352991000,60984000,-4580000,-97568000
2074,1061768,201703,INNOVIVA INC,45781M101,160064,11573663,INVA,FALSE,Q1,2017,10-Q,40492000,29343000,16845000,0.16,0.15,0,391872000,214418000,20473000,159808000,-334186000,27761000,22395000,-8364000
2075,1061768,201609,INNOVIVA INC,45781M101,164097,14931483,INVA,FALSE,Q3,2016,10-Q,33309000,27918000,15033000,0.14,0.13,0,370542000,186121000,14924000,93194000,-367864000,39898000,-27900000,-77984000
2076,1061768,201603,INNOVIVA INC,45781M101,249483,19815983,INVA,FALSE,Q1,2016,10-Q,24176000,17532000,4435000,0.04,0.04,0,387829000,196706000,10623000,151778000,-361969000,7250000,11693000,-26345000
2077,1061768,201606,KERYX BIOPHARMACEUTICALS INC,492515101,170741,25791678,KERX,FALSE,Q2,2016,10-Q,9288000,-23633000,-44651000,-0.42,-0.42,0,211707000,202720000,23405000,155796000,59854000,-42598000,-2040000,144000
2078,1061768,201612,KERYX BIOPHARMACEUTICALS INC,492515101,151139,25791678,KERX,FALSE,FY,2016,10-K,31983000,-122763000,-161095000,-1.52,-1.52,0,141427000,132897000,21551000,111810000,-8296000,-86604000,-2074000,198000
2079,1061768,201403,KERYX BIOPHARMACEUTICALS INC,492515101,107537,6310850,KERX,FALSE,Q1,2014,10-Q,55000000,-13651000,-13530000,-0.15,-0.15,0,160325000,156362000,16369000,105257000,143915000,-10046000,-49886000,109493000
2080,1061768,201503,KERYX BIOPHARMACEUTICALS INC,492515101,284900,22380200,KERX,FALSE,Q1,2015,10-Q,1175000,-27824000,-27739000,-0.28,-0.28,0,205719000,200749000,36356000,168836000,168542000,-35276000,11447000,118381000
2081,1061768,201806,KERYX BIOPHARMACEUTICALS INC,492515101,96977,25791678,KERX,FALSE,Q2,2018,10-Q,25749000,-20151000,-21518000,-0.18,-0.18,0,145651000,125614000,55049000,49458000,-41192000,-54793000,-52000,10777000
2082,1061768,201703,KERYX BIOPHARMACEUTICALS INC,492515101,158877,25791678,KERX,FALSE,Q1,2017,10-Q,11819000,-23110000,-23016000,-0.21,-0.21,0,127696000,119307000,22124000,90909000,-22525000,-25963000,0,5062000
2083,1061768,201809,KERYX BIOPHARMACEUTICALS INC,492515101,87692,25791678,KERX,FALSE,Q3,2018,10-Q,28036000,-14686000,-16995000,-0.14,-0.14,0,151784000,126412000,57100000,41146000,-54200000,-78178000,-52000,25850000
2084,1061768,201406,KERYX BIOPHARMACEUTICALS INC,492515101,162105,10539986,KERX,FALSE,Q2,2014,10-Q,,-22543000,-22414000,-0.24,-0.24,0,142894000,138276000,18511000,91994000,124305000,-27617000,-45777000,109692000
2085,1061768,201512,KERYX BIOPHARMACEUTICALS INC,492515101,130248,25791678,KERX,FALSE,FY,2015,10-K,13680000,-111068000,-123145000,-1.19,-1.19,0,258685000,249294000,77606000,200290000,86934000,-127457000,8731000,244732000
2086,1061768,201803,KERYX BIOPHARMACEUTICALS INC,492515101,105488,25791678,KERX,FALSE,Q1,2018,10-Q,21751000,-22752000,-21900000,-0.18,-0.18,0,140122000,119549000,44918000,60087000,-31608000,-33430000,-78000,69000
2087,1061768,201412,KERYX BIOPHARMACEUTICALS INC,492515101,258945,18300000,KERX,FALSE,FY,2014,10-K,55000000,-111229000,-111518000,-1.23,-1.23,0,103628000,98596000,29311000,74284000,73484000,-81001000,-12997000,112586000
2088,1061768,201506,KERYX BIOPHARMACEUTICALS INC,492515101,257401,25791678,KERX,FALSE,Q2,2015,10-Q,2514000,-26968000,-26877000,-0.26,-0.26,0,177159000,171440000,27337000,131289000,147139000,-74046000,11344000,119707000
2089,1061768,201409,KERYX BIOPHARMACEUTICALS INC,492515101,251625,18300000,KERX,FALSE,Q3,2014,10-Q,256000,-35398000,-35289000,-0.38,-0.38,0,126908000,122045000,28125000,84132000,98708000,-47403000,-35300000,111139000
2090,1061768,201509,KERYX BIOPHARMACEUTICALS INC,492515101,84522,25791678,KERX,FALSE,Q3,2015,10-Q,4208000,-30823000,-30745000,-0.29,-0.29,0,154654000,147743000,30603000,102208000,121070000,-102868000,11076000,119716000
2091,1061768,201609,KERYX BIOPHARMACEUTICALS INC,492515101,136954,25791678,KERX,FALSE,Q3,2016,10-Q,6337000,-41826000,-41696000,-0.39,-0.39,0,168625000,159954000,18282000,132172000,21989000,-66252000,-2064000,198000
2092,1061768,201709,KERYX BIOPHARMACEUTICALS INC,492515101,183121,25791678,KERX,FALSE,Q3,2017,10-Q,14996000,-23719000,-23498000,-0.2,-0.2,0,173822000,164778000,36920000,113999000,8962000,-73313000,-1176000,76678000
2093,1061768,201706,KERYX BIOPHARMACEUTICALS INC,492515101,186474,25791678,KERX,FALSE,Q2,2017,10-Q,15144000,-23850000,-86497000,-0.77,-0.77,0,184189000,175707000,30521000,140527000,25649000,-44157000,-420000,73294000
2094,1061768,201712,KERYX BIOPHARMACEUTICALS INC,492515101,119931,25791678,KERX,FALSE,FY,2017,10-K,60641000,-101691000,-163440000,-1.43,-1.43,0,158872000,141566000,45420000,93526000,-14095000,-93489000,-1257000,76462000
2095,1061768,201603,KERYX BIOPHARMACEUTICALS INC,492515101,120447,25791678,KERX,FALSE,Q1,2016,10-Q,6825000,-23397000,-40964000,-0.39,-0.39,0,229532000,220210000,70076000,170531000,49395000,-27728000,-2037000,6000
2096,1061768,201606,KINDRED BIOSCIENCES INC,494577109,10669,3013848,KIN,FALSE,Q2,2016,10-Q,,-5026000,-4947000,-0.25,-0.25,0,68936000,62052000,1689000,16043000,67221000,-10569000,6530000,90000
2097,1061768,201403,KINDRED BIOSCIENCES INC,494577109,51214,2763848,KIN,FALSE,Q1,2014,10-Q,,-6177000,-6168000,-0.38,-0.38,0,61120000,61093000,,36513000,58491000,-4793000,-24027000,4000
2098,1061768,201503,KINDRED BIOSCIENCES INC,494577109,21519,3013848,KIN,FALSE,Q1,2015,10-Q,,-6762000,-6732000,-0.34,-0.34,0,95593000,95180000,2154000,5418000,93398000,-6403000,-1159000,11000
2099,1061768,201406,KINDRED BIOSCIENCES INC,494577109,51518,2763848,KIN,FALSE,Q2,2014,10-Q,,-8138000,-8110000,-0.42,-0.42,0,113079000,112970000,,9338000,109684000,-10903000,-103235000,58147000
2100,1061768,201512,KINDRED BIOSCIENCES INC,494577109,10247,3013848,KIN,FALSE,FY,2015,10-K,,-27262000,-27130000,-1.37,-1.37,0,79619000,73755000,3208000,19992000,76371000,-22757000,29437000,343000
2101,1061768,201312,KINDRED BIOSCIENCES INC,494577109,32393,2900000,KIN,,,,,,,,,,,,,,,,,,
2102,1061768,201412,KINDRED BIOSCIENCES INC,494577109,22453,3013848,KIN,FALSE,FY,2014,10-K,,-27233000,-27139000,-1.44,-1.44,0,101920000,101504000,2852000,12969000,99024000,-21934000,-88612000,58186000
2103,1061768,201506,KINDRED BIOSCIENCES INC,494577109,20554,3013848,KIN,FALSE,Q2,2015,10-Q,,-6912000,-6883000,-0.35,-0.35,0,90606000,90179000,2831000,14822000,87738000,-11396000,13043000,206000
2104,1061768,201409,KINDRED BIOSCIENCES INC,494577109,27878,3013848,KIN,FALSE,Q3,2014,10-Q,,-6097000,-6072000,-0.31,-0.31,0,107331000,107115000,2379000,8324000,104908000,-16800000,-98353000,58148000
2105,1061768,201509,KINDRED BIOSCIENCES INC,494577109,15672,3013848,KIN,FALSE,Q3,2015,10-Q,,-7128000,-7095000,-0.36,-0.36,0,84673000,84035000,2973000,4539000,81654000,-17228000,8592000,206000
2106,1061768,201609,KINDRED BIOSCIENCES INC,494577109,15028,3011584,KIN,FALSE,Q3,2016,10-Q,,-5776000,-5683000,-0.29,-0.29,0,65197000,61366000,2647000,13311000,62532000,-14264000,7493000,90000
2107,1061768,201603,KINDRED BIOSCIENCES INC,494577109,10398,3013848,KIN,FALSE,Q1,2016,10-Q,,-6112000,-6060000,-0.31,-0.31,0,73069000,69435000,1895000,9611000,71141000,-6484000,-3897000,0
2108,1061768,201606,KLX INC,482539103,62000,2000000,KLXI,FALSE,Q1,2016,10-Q,368200000,29100000,6200000,0.12,0.12,0,3720700000,2040300000,255600000,449000000,2234000000,41400000,-19200000,-3300000
2109,1061768,201503,KLX INC,482539103,57810,1500000,KLXI,,,,,,,,,,,,,,,,,,
2110,1061768,201512,KLX INC,482539103,61580,2000000,KLXI,FALSE,Q3,2016,10-Q,365000000,-619300000,-400800000,-7.68,-7.68,0,3751600000,2113000000,272000000,449000000,2233200000,197500000,-105400000,-89300000
2111,1061768,201506,KLX INC,482539103,66195,1500000,KLXI,FALSE,Q1,2016,10-Q,431500000,47500000,17900000,0.34,0.34,0,4275900000,2141200000,288800000,429100000,2623300000,106600000,-34600000,-90200000
2112,1061768,201509,KLX INC,482539103,53610,1500000,KLXI,FALSE,Q2,2016,10-Q,412700000,32800000,7400000,0.14,0.14,0,4266600000,2123500000,261000000,418300000,2629100000,130400000,-69100000,-89400000
2113,1061768,201609,KLX INC,482539103,70400,2000000,KLXI,FALSE,Q2,2016,10-Q,391400000,35000000,9600000,0.18,0.18,0,3704800000,1941000000,245700000,250400000,2228300000,77400000,-246800000,-8000000
2114,1061768,201603,KLX INC,482539103,64280,2000000,KLXI,FALSE,FY,2015,10-K,1567400000,-536800000,-385800000,-7.39,-7.39,0,3691000000,2022800000,261200000,427800000,2202500000,217200000,-134800000,-99100000
2115,1061768,201606,NOVACOPPER INC,66988K102,5300,10600758,NCQ,FALSE,Q2,2016,10-Q,,,-1648000,0.01,0.01,0,47925000,13730000,,13000000,47456000,-1675000,-3000,
2116,1061768,201606,NOVACOPPER INC,66988K102,5300,10600758,NCQ,FALSE,Q2,2016,10-Q,,,-1648000,0.01,0.01,0,47925000,13730000,,13000000,47456000,-1675000,-3000,
2117,1061768,201403,NOVACOPPER INC,66988K102,6757,5005298,NCQ,FALSE,Q1,2014,10-Q,,,-2615000,0.05,0.05,0,36440000,4963000,,4364000,34675000,-2136000,-1000,17000
2118,1061768,201403,NOVACOPPER INC,66988K102,6757,5005298,NCQ,FALSE,Q1,2014,10-Q,,,-2615000,0.05,0.05,0,36440000,4963000,,4364000,34675000,-2136000,-1000,17000
2119,1061768,201503,NOVACOPPER INC,66988K102,3581,6005298,NCQ,FALSE,Q1,2015,10-Q,,,-1530000,0.03,0.03,0,35326000,4468000,,3988000,34599000,-1086000,0,0
2120,1061768,201503,NOVACOPPER INC,66988K102,3581,6005298,NCQ,FALSE,Q1,2015,10-Q,,,-1530000,0.03,0.03,0,35326000,4468000,,3988000,34599000,-1086000,0,0
2121,1061768,201406,NOVACOPPER INC,66988K102,5456,5005298,NCQ,FALSE,Q2,2014,10-Q,,,-2093000,0.04,0.04,0,34228000,2959000,,2083000,32718000,-2281000,0,0
2122,1061768,201406,NOVACOPPER INC,66988K102,5456,5005298,NCQ,FALSE,Q2,2014,10-Q,,,-2093000,0.04,0.04,0,34228000,2959000,,2083000,32718000,-2281000,0,0
2123,1061768,201512,NOVACOPPER INC,66988K102,3001,10600758,NCQ,FALSE,FY,2015,10-K,,,-9532000,0.12,0.12,0,51181000,16885000,,16139000,50430000,-8435000,19358000,142000
2124,1061768,201512,NOVACOPPER INC,66988K102,3001,10600758,NCQ,FALSE,FY,2015,10-K,,,-9532000,0.12,0.12,0,51181000,16885000,,16139000,50430000,-8435000,19358000,142000
2125,1061768,201312,NOVACOPPER INC,66988K102,7608,5005298,NCQ,FALSE,FY,2013,10-K,,,-24394000,0.47,0.47,0,38899000,7165000,1742000,6484000,37157000,-15218000,-233000,-309000
2126,1061768,201312,NOVACOPPER INC,66988K102,7608,5005298,NCQ,FALSE,FY,2013,10-K,,,-24394000,0.47,0.47,0,38899000,7165000,1742000,6484000,37157000,-15218000,-233000,-309000
2127,1061768,201412,NOVACOPPER INC,66988K102,2943,6005298,NCQ,FALSE,FY,2014,10-K,,,-9648000,0.17,0.17,0,36826000,5825000,,5074000,35847000,-8639000,-18000,7247000
2128,1061768,201412,NOVACOPPER INC,66988K102,2943,6005298,NCQ,FALSE,FY,2014,10-K,,,-9648000,0.17,0.17,0,36826000,5825000,,5074000,35847000,-8639000,-18000,7247000
2129,1061768,201506,NOVACOPPER INC,66988K102,4474,10600758,NCQ,FALSE,Q2,2015,10-Q,,,-1750000,0.03,0.03,0,34203000,3436000,,2732000,32938000,-1256000,0,0
2130,1061768,201506,NOVACOPPER INC,66988K102,4474,10600758,NCQ,FALSE,Q2,2015,10-Q,,,-1750000,0.03,0.03,0,34203000,3436000,,2732000,32938000,-1256000,0,0
2131,1061768,201409,NOVACOPPER INC,66988K102,5538,6005298,NCQ,FALSE,Q3,2014,10-Q,,,-2911000,0.05,0.05,0,38856000,7730000,,6999000,37106000,-2315000,0,7231000
2132,1061768,201409,NOVACOPPER INC,66988K102,5538,6005298,NCQ,FALSE,Q3,2014,10-Q,,,-2911000,0.05,0.05,0,38856000,7730000,,6999000,37106000,-2315000,0,7231000
2133,1061768,201509,NOVACOPPER INC,66988K102,3344,10600758,NCQ,FALSE,Q3,2015,10-Q,,,-4162000,0.04,0.04,0,53503000,19143000,,18365000,52129000,-3773000,19406000,0
2134,1061768,201509,NOVACOPPER INC,66988K102,3344,10600758,NCQ,FALSE,Q3,2015,10-Q,,,-4162000,0.04,0.04,0,53503000,19143000,,18365000,52129000,-3773000,19406000,0
2135,1061768,201309,NOVACOPPER INC,66988K102,9460,5005298,NCQ,FALSE,Q3,2013,10-Q,,,-6890000,0.13,0.13,0,42302000,10306000,2057000,9440000,40010000,-5857000,-61000,-329000
2136,1061768,201309,NOVACOPPER INC,66988K102,9460,5005298,NCQ,FALSE,Q3,2013,10-Q,,,-6890000,0.13,0.13,0,42302000,10306000,2057000,9440000,40010000,-5857000,-61000,-329000
2137,1061768,201306,NOVACOPPER INC,66988K102,8759,5005298,NCQ,FALSE,Q2,2013,10-Q,,,-5947000,0.11,0.11,0,49048000,16847000,2757000,15687000,46143000,-2894000,-158000,0
2138,1061768,201306,NOVACOPPER INC,66988K102,8759,5005298,NCQ,FALSE,Q2,2013,10-Q,,,-5947000,0.11,0.11,0,49048000,16847000,2757000,15687000,46143000,-2894000,-158000,0
2139,1061768,201603,NOVACOPPER INC,66988K102,4028,10600758,NCQ,FALSE,Q1,2016,10-Q,,,-1695000,0.02,0.02,0,49485000,15241000,,14678000,48988000,-1459000,-2000,
2140,1061768,201603,NOVACOPPER INC,66988K102,4028,10600758,NCQ,FALSE,Q1,2016,10-Q,,,-1695000,0.02,0.02,0,49485000,15241000,,14678000,48988000,-1459000,-2000,
2141,1061768,201606,NOVAGOLD RES INC,6.70E+210,58140,9500000,NG,FALSE,Q2,2016,10-Q,,-7391000,-9138000,-0.03,-0.03,0,424135000,114166000,1981000,31743000,318758000,,-3130000,0
2142,1061768,201612,NOVAGOLD RES INC,6.70E+210,43320,9500000,NG,FALSE,FY,2016,10-K,0,-30147000,-33846000,-0.11,-0.11,0,408261000,107338000,3051000,30274000,300263000,-11696000,268000,
2143,1061768,201403,NOVAGOLD RES INC,6.70E+210,78295,21688300,NG,FALSE,Q1,2014,10-Q,,-11333000,-10691000,-0.03,-0.03,0,554243000,187637000,2547000,72322000,442201000,,-3644000,1570004000
2144,1061768,201503,NOVAGOLD RES INC,6.70E+210,64197,21688300,NG,FALSE,Q1,2015,10-Q,,-11286000,-9299000,-0.03,-0.03,0,485728000,160319000,18107000,66957000,368467000,,2472000,
2145,1061768,201806,NOVAGOLD RES INC,6.70E+210,59929,13467145,NG,FALSE,Q2,2018,10-Q,0.85,-8195000,-9631000,-0.03,-0.03,0,385125000,71296000,2241000,18477000,268478000,-1850000,-568000,
2146,1061768,201703,NOVAGOLD RES INC,6.70E+210,46265,9500000,NG,FALSE,Q1,2017,10-Q,0,-8963000,-10143000,-0.03,-0.03,0,405279000,100151000,1506000,18239000,297388000,-4417000,-7668000,
2147,1061768,201809,NOVAGOLD RES INC,6.70E+210,49963,13467145,NG,FALSE,Q3,2018,10-Q,0.85,-6922000,-88625000,-0.02,-0.02,0,263162000,171696000,2855000,13956000,165523000,-1462000,-3053000,
2148,1061768,201406,NOVAGOLD RES INC,6.70E+210,91308,21688300,NG,FALSE,Q2,2014,10-Q,,-8264000,-10681000,-0.03,-0.03,0,555224000,180098000,17033000,71329000,441607000,,-569000,
2149,1061768,201512,NOVAGOLD RES INC,6.70E+210,79895,18977449,NG,FALSE,FY,2015,10-K,,-31696000,-31952000,-0.1,-0.1,0,433584000,130041000,3517000,41731000,329296000,,-964000,-15829000
2150,1061768,201312,NOVAGOLD RES INC,6.70E+210,55088,21688300,NG,FALSE,FY,2013,10-K,,-55776000,-62760000,-0.2,-0.2,0,578686000,196811000,4353000,81262000,465649000,,-128846000,-24812000
2151,1061768,201803,NOVAGOLD RES INC,6.70E+210,58313,13467145,NG,FALSE,Q1,2018,10-Q,0,-6779000,-8215000,-0.03,-0.03,0,393961000,77829000,1383000,20931000,279537000,-4642000,-2390000,
2152,1061768,201412,NOVAGOLD RES INC,6.70E+210,63980,21688300,NG,FALSE,FY,2014,10-K,,-38008000,-40484000,-0.13,-0.13,0,524546000,169060000,19226000,70325000,405116000,,-967000,0
2153,1061768,201506,NOVAGOLD RES INC,6.70E+210,74174,21688300,NG,FALSE,Q2,2015,10-Q,,-7246000,-9184000,-0.03,-0.03,0,464818000,137874000,2661000,49696000,361860000,,1066000,-15829000
2154,1061768,201409,NOVAGOLD RES INC,6.70E+210,65716,21688300,NG,FALSE,Q3,2014,10-Q,,-10755000,-12009000,-0.04,-0.04,0,546260000,174147000,18471000,70844000,430343000,,1201000,0
2155,1061768,201509,NOVAGOLD RES INC,6.70E+210,78295,21688300,NG,FALSE,Q3,2015,10-Q,,-6579000,-6301000,-0.02,-0.02,0,442454000,133030000,3042000,44987000,339281000,,-2757000,0
2156,1061768,201609,NOVAGOLD RES INC,6.70E+210,53200,9500000,NG,FALSE,Q3,2016,10-Q,,-6422000,-7381000,-0.02,-0.02,0,420389000,109975000,2688000,28455000,313160000,-535000,-2742000,0
2157,1061768,201309,NOVAGOLD RES INC,6.70E+210,50317,21688300,NG,,,,,,,,,,,,,,,,,,
2158,1061768,201306,NOVAGOLD RES INC,6.70E+210,45762,21688300,NG,,,,,,,,,,,,,,,,,,
2159,1061768,201709,NOVAGOLD RES INC,6.70E+210,39140,9500000,NG,FALSE,Q3,2017,10-Q,0.85,-8423000,-10393000,-0.03,-0.03,0,413318000,90136000,2745000,21642000,300310000,-1679000,1461000,
2160,1061768,201706,NOVAGOLD RES INC,6.70E+210,43320,9500000,NG,FALSE,Q2,2017,10-Q,0.85,-7558000,-8462000,-0.03,-0.03,0,395404000,94947000,2032000,21623000,286011000,-1537000,4987000,
2161,1061768,201712,NOVAGOLD RES INC,6.70E+210,42219,10742835,NG,FALSE,FY,2017,10-K,0,-33697000,-39016000,-0.12,-0.12,0,398869000,84837000,3422000,27954000,284029000,-8280000,6004000,-196000
2162,1061768,201603,NOVAGOLD RES INC,6.70E+210,75600,15000000,NG,FALSE,Q1,2016,10-Q,,-9530000,-9977000,-0.03,-0.03,0,419063000,119585000,1704000,36938000,315766000,,2937000,0
2163,1061768,201606,OCH ZIFF CAP MGMT GROUP,67551U105,12821,3373891,OZM,FALSE,Q2,2016,10-Q,152558000,,-78571000,-0.43,-0.44,0,1375068000,,,368161000,-376479000,21708000,-24280000,116663000
2164,1061768,201606,OLIN CORP,680665205,266762,10739202,OLN,FALSE,Q2,2016,10-Q,1364000000,23100000,-1000000,-0.01,-0.01,0.2,8909300000,1562900000,918500000,66600000,2331000000,186200000,-287100000,-224900000
